1 9 5 1 . 3
1 9 5 1 . 3
1 9 5 1 . 3
1 9 5 1 . 3
1 8 9 9 . 6
1 8 9 9 . 6
1 8 9 9 . 6
1 8 9 9 . 6
1 8 9 9 . 6
1 8 9 9 . 6
1 8 9 9 . 6
1 8 9 9 . 6
1 8 9 9 . 6
1 8 9 9 . 6
1 8 9 9 . 6
1 8 9 9 . 6
1 8 9 9 . 6
1 8 9 9 . 6
1 8 9 9 . 6
1 8 9 9 . 6
1 8 9 9 . 6
1 8 9 9 . 6
1 8 9 9 . 6
1 8 9 9 . 6
1 8 9 9 . 6
1 8 9 9 . 6
1 8 9 9 . 6
1 8 9 9 . 6
1 8 9 9 . 6
1 8 9 9 . 6
1 8 9 9 . 6
1 8 9 9 . 6
1 8 9 9 . 6
1 7 7 6 . 1
1 7 6 4 . 7
1 7 6 4 . 7
1 7 6 4 . 7
1 7 6 4 . 7
1 7 6 4 . 7
1 7 6 4 . 7
1 7 3 1 . 0
1 7 3 1 . 0
1 6 8 8 . 5
1 6 8 8 . 5
1 6 8 8 . 5
1 6 7 9 . 7
1 5 5 8 . 0
1 5 5 8 . 0
1 5 5 8 . 0
1 5 1 8 . 0
1 3 9 1 . 3
1 3 9 1 . 3
1 3 9 1 . 3
1 3 9 1 . 3
1 3 0 1 . 0
1 3 0 1 . 0
1 3 0 1 . 0
1 3 0 1 . 0
1 1 9 2 . 9
1 1 9 2 . 9
1 1 9 2 . 9
1 1 7 8 . 0
1 1 7 8 . 0
1 1 7 8 . 0
1 1 7 8 . 0
1 1 7 8 . 0
1 1 7 8 . 0
1 1 7 8 . 0
1 1 4 2 . 9
1 1 4 2 . 9
1 1 4 2 . 9
1 1 0 4 . 2
1 0 9 0 . 7
1 0 9 0 . 7
1 0 9 0 . 7
1 0 9 0 . 7
1 0 1 2 . 3
1 0 1 2 . 3
1 0 1 2 . 3
1 0 1 2 . 3
1 0 1 2 . 3
1 0 1 2 . 3
1 0 1 2 . 3
1 0 1 2 . 3
1 0 1 2 . 3
1 0 1 2 . 3
1 0 1 2 . 3
1 0 1 2 . 3
1 0 1 2 . 3
1 0 1 2 . 3
1 0 1 2 . 3
1 0 1 2 . 3
1 0 1 2 . 3
1 0 1 2 . 3
1 0 1 2 . 3
1 0 1 2 . 3
1 0 1 2 . 3
1 0 1 2 . 3
1 0 1 2 . 3
1 0 1 2 . 3
1 0 1 2 . 3
1 0 1 2 . 3
1 0 1 2 . 3
1 0 1 2 . 3
1 0 1 2 . 3
1 0 1 2 . 3
1 0 1 2 . 3
1 0 1 2 . 3
1 0 1 2 . 3
1 0 1 2 . 3
1 0 1 2 . 3
1 0 1 2 . 3
1 0 1 2 . 3
1 0 1 2 . 3
1 0 1 2 . 3
1 0 1 2 . 3
1 0 1 2 . 3
1 0 1 2 . 3
1 0 1 2 . 3
1 0 1 2 . 3
1 0 1 2 . 3
1 0 1 2 . 3
1 0 1 2 . 3
1 0 1 2 . 3
1 0 1 2 . 3
1 0 1 2 . 3
1 0 1 2 . 3
1 0 1 2 . 3
9 2 5 . 8
